StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,DSGVO,gender,age,edu,jobstatus,jobstatus_8_TEXT,urban,Hotline,EZKV_1,EZKV_2,EZKV_3,EZKV_4,EZKV_5,EZKV_6,BundID,PP_1,PP_2,PP_3,PP_4,PP_5,PP_6,HDS,AD_1,AD_2,AD_3,PD_1,PD_2,PD_3,ATI_1,ATI_2,ATI_3,ATI_4,TIA_1,TIA_2,TIA_3,ICTSC_1,ICTSC_2,ICTSC_3,ICTSC_4,ICTSC_5,ICTSC_6,ICTSC_7,ICTSC_8,ICTSC_9,ICTSC_10,ICTSC_11,ICTSC_12,ICTSC_13,ICTSC_14,ICTSC_15,ICTSC_16,ICTSC_17,ICTSC_18,TP_1,TP_2,TP_3,TP_4,TP_5,TP_6,TP_7,TP_8,TP_9,IO_1,IO_2,IO_3,IO_4,GAAIS_1,GAAIS_2,GAAIS_3,GAAIS_4,GAAIS_5,Q21_1,Q21_2,Q21_3,Q23_1,Q23_2,Q23_3,Q22_1,Q22_2,Q22_3,Q24_1,Q24_2,Q24_3,Abschluss,Q30,studID,StudID
2025-12-28 20:38:10,2025-12-28 20:47:36,0,79.221.152.21,68,565,0,2026-01-04 20:47:39,R_8GDhFGTUSxRFRGF,,,,,50.9015,8.1459,anonymous,DE,1,4,20,4,8,Student,2,3,3,4,3,3,3,5,3,2,2,2,2,2,2,3,5,2,3,4,5,5,4,4,4,3,5,2,3,4,5,4,4,5,5,4,4,4,3,4,4,3,3,4,3,3,3,4,2,2,5,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1C
2026-01-04 23:01:00,2026-01-04 23:04:39,0,79.220.201.195,100,219,1,2026-01-04 23:04:40,R_2FHwLDiw48DSh6p,,,,,50.5519,6.2405,anonymous,DE,1,2,23,5,1,,3,2,5,5,4,5,5,4,1,2,2,2,2,2,2,6,5,5,5,5,5,5,2,2,6,4,4,2,4,5,5,5,4,5,2,5,5,5,4,4,4,4,4,5,5,5,5,2,2,2,4,4,4,4,4,4,3,2,2,2,2,3,3,4,4,5,4,4,45,45,45,5,5,5,5,5,4,4,,,2A
2026-01-05 00:15:19,2026-01-05 00:38:15,0,88.128.92.27,100,1376,1,2026-01-05 00:38:16,R_8ttEsECfoYFnSdE,,,,,51.2993,9.491,anonymous,DE,1,2,23,3,2,,3,1,2,3,2,2,3,5,1,1,1,2,1,2,2,3,6,6,5,1,2,3,3,4,3,3,6,4,3,4,4,5,5,5,4,5,4,5,3,4,4,4,5,5,4,4,4,3,4,3,4,5,4,3,1,3,4,3,4,3,4,3,4,4,4,6,6,6,44,44,44,3,3,3,4,4,4,6,"KI ist toll, solange keine Bilder nachgestellt werden (vorallem Menschen) ",,3E
2026-01-05 07:40:53,2026-01-05 07:51:31,0,176.4.209.221,100,637,1,2026-01-05 07:51:32,R_2Rg6mQ0Tp46gaag,,,,,53.5659,10.0254,anonymous,DE,1,2,28,5,2,,2,1,2,4,2,5,5,4,1,1,2,1,2,1,1,3,6,4,6,3,3,4,3,3,4,4,5,3,4,4,4,4,3,4,3,5,4,4,4,5,5,3,4,3,4,4,4,2,2,2,6,6,4,3,5,4,2,3,4,3,2,2,3,3,3,4,4,3,45,45,44,4,4,3,4,4,3,3,,,2C
2026-01-05 09:31:30,2026-01-05 09:31:47,0,109.43.50.116,100,17,1,2026-01-05 09:31:48,R_2gbpoUv2WWu9XfH,,,,,49.4474,11.0604,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E
2025-12-29 09:34:51,2025-12-29 09:36:36,0,84.169.111.18,36,104,0,2026-01-05 09:36:37,R_8rcYEjWSoRdkJ0c,,,,,50.736,7.9705,anonymous,DE,1,2,37,2,2,,2,1,3,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4C
2026-01-05 09:15:35,2026-01-05 09:44:48,0,84.184.60.64,100,1752,1,2026-01-05 09:44:49,R_2MPtcUX2m5mnBiX,,,,,51.5525,8.5628,anonymous,DE,1,1,59,5,2,,1,1,4,3,3,5,5,3,2,1,1,2,2,1,1,1,3,2,4,5,4,5,5,5,3,3,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,3,3,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,3,4,2,4,2,5,3,5,5,4,47,47,47,3,4,3,5,5,5,5,,,2C
2025-12-29 10:04:40,2025-12-29 10:49:01,0,134.61.130.73,61,2661,0,2026-01-05 10:49:02,R_869WwDorxgxx7yf,,,,,50.7479,6.0485,anonymous,DE,1,2,26,5,,,2,1,3,3,2,3,4,5,1,2,2,2,2,2,2,2,5,4,4,3,3,5,3,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4C
2025-12-29 11:09:29,2025-12-29 11:10:19,0,84.160.178.64,4,49,0,2026-01-05 11:10:21,R_8J5lw2DVcg70Bg5,,,,,50.9393,6.5637,anonymous,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B
2026-01-05 11:18:24,2026-01-05 11:29:58,0,176.6.89.206,100,693,1,2026-01-05 11:29:58,R_2HQI6sFoiDK9MiZ,,,,,51.1924,6.4362,anonymous,DE,1,1,23,5,5,,2,1,3,5,3,4,5,2,4,2,2,2,2,2,2,5,6,6,6,4,4,4,5,6,3,2,2,6,5,5,5,5,4,4,5,5,5,5,3,4,3,4,4,4,5,5,5,1,1,1,3,2,2,5,5,6,4,4,2,5,2,5,2,6,4,6,6,6,48,48,48,6,6,6,6,6,6,6,,,2D
2026-01-05 10:52:21,2026-01-05 11:32:28,0,134.61.188.237,100,2406,1,2026-01-05 11:32:28,R_24IxTNxt0oOJnwZ,,,,,50.9946,5.9994,anonymous,DE,1,2,23,5,1,,3,1,2,4,3,3,5,5,1,1,2,2,1,2,2,3,6,4,4,3,3,3,2,3,5,5,4,4,4,5,5,5,5,5,5,5,4,4,3,3,4,2,3,3,4,4,3,3,2,1,5,4,4,5,4,4,4,3,3,4,4,3,3,3,3,6,6,6,48,48,48,6,6,6,6,6,6,5,,,4A
2026-01-05 11:23:16,2026-01-05 11:36:21,0,129.217.64.32,100,784,1,2026-01-05 11:36:21,R_21yeRYdLtOSPVvC,,,,,51.5103,7.4637,anonymous,DE,1,2,23,4,1,,3,1,3,3,4,4,6,4,1,2,2,2,1,1,2,3,6,6,6,3,3,4,4,5,6,3,4,4,4,6,6,6,6,6,6,6,5,6,5,6,6,3,3,4,3,3,3,2,2,2,2,3,1,5,5,5,3,3,3,4,3,3,3,4,4,5,5,5,47,47,47,4,4,4,5,5,5,6,,,2D
2026-01-05 11:33:33,2026-01-05 11:41:30,0,92.208.186.97,100,476,1,2026-01-05 11:41:31,R_8wKKXsrGcJ9ZBsJ,,,,,51.2154,6.8232,anonymous,DE,1,2,28,4,2,,3,1,3,2,4,5,4,5,3,1,2,2,2,1,1,4,5,5,5,2,2,5,2,2,4,4,2,4,3,4,3,4,4,5,3,4,5,5,5,3,3,2,2,4,1,1,3,2,2,2,2,2,4,5,4,5,3,2,2,2,2,4,1,4,2,5,5,5,45,45,45,2,2,2,2,2,2,6,,,1E
2026-01-05 11:33:20,2026-01-05 11:41:44,0,92.208.186.97,100,503,1,2026-01-05 11:41:44,R_2QlsMMeu5rHM2No,,,,,51.1924,6.4362,anonymous,DE,1,1,18,3,8,"Schüler ",2,1,2,3,3,2,3,4,3,2,2,2,2,2,2,6,6,3,4,1,2,2,5,5,3,4,4,3,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,3,2,1,3,3,2,4,4,4,4,3,2,4,2,2,3,4,4,4,4,4,45,45,45,4,4,4,4,4,4,4,,,1E
2026-01-05 11:42:40,2026-01-05 11:42:50,0,47.65.178.58,100,10,1,2026-01-05 11:42:51,R_8sjr4ZXKJYOuIzd,,,,,51.207,6.8058,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4A
2026-01-05 11:42:56,2026-01-05 11:51:02,0,47.65.178.58,100,485,1,2026-01-05 11:51:02,R_284K3bvQYDNEG89,,,,,51.207,6.8058,anonymous,DE,1,1,22,4,2,,3,1,5,3,2,2,4,6,1,2,2,2,2,2,2,4,4,4,5,3,2,4,5,5,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,2,3,4,3,3,4,3,3,2,4,4,4,4,4,4,4,2,1,4,4,4,3,4,4,4,4,4,45,45,45,4,4,4,4,4,4,5,,,4A
2026-01-05 11:36:01,2026-01-05 11:51:41,0,92.208.186.97,100,939,1,2026-01-05 11:51:41,R_8O1ZOSQYJQVyJvc,,,,,51.2154,6.8232,anonymous,DE,,1,58,1,4,,2,2,3,3,2,3,4,4,2,,,,,1,,3,6,4,2,4,4,4,4,4,3,4,5,2,3,4,3,4,4,4,2,4,4,4,3,4,3,4,4,3,3,4,4,2,2,3,5,4,3,3,5,4,4,3,3,4,4,3,4,4,3,4,3,3,44,44,44,1,1,1,2,2,2,4,,,1E
2026-01-05 11:48:11,2026-01-05 11:58:28,0,185.29.218.34,100,617,1,2026-01-05 11:58:28,R_8DRK5F8BwryOCLG,,,,,51.2947,6.8515,anonymous,DE,1,2,57,5,2,,2,1,4,5,3,4,5,2,3,2,2,2,1,2,2,1,2,1,2,3,3,4,2,2,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,5,5,5,3,3,3,3,3,5,3,5,3,4,3,4,,,,45,45,44,5,5,3,4,4,3,3,,,3F
2026-01-05 11:52:21,2026-01-05 11:58:34,0,89.1.209.174,100,373,1,2026-01-05 11:58:35,R_24FpuBIUC1wYinT,,,,,50.9318,6.9312,anonymous,DE,1,2,23,4,1,,3,1,3,5,5,3,5,6,1,2,2,2,2,2,2,4,5,6,6,3,2,4,5,5,4,4,4,5,5,6,6,6,6,5,4,4,5,5,6,6,6,4,4,4,2,3,3,3,3,2,1,2,2,5,4,5,1,1,3,2,1,5,2,5,1,5,6,5,47,47,47,5,5,5,5,5,5,6,,,2D
2026-01-05 11:46:17,2026-01-05 11:58:55,0,93.207.255.9,100,758,1,2026-01-05 11:58:55,R_2oNyBLvZqKzrYRP,,,,,50.9777,6.6807,anonymous,DE,1,1,22,5,2,,2,1,2,4,2,5,4,5,1,2,2,2,2,2,1,1,6,6,6,2,2,3,5,5,5,5,3,5,,6,6,6,6,6,5,5,5,5,4,4,5,4,4,4,5,5,4,1,1,1,2,4,1,5,6,6,4,4,2,4,2,5,2,5,3,6,6,6,48,48,48,6,6,6,6,6,6,6,,,2D
2026-01-05 11:51:19,2026-01-05 11:59:10,0,92.208.186.97,100,470,1,2026-01-05 11:59:11,R_8wLD38uhqQm89dI,,,,,51.2154,6.8232,anonymous,DE,1,2,31,5,7,,2,3,2,4,2,3,4,6,1,1,1,1,1,1,1,3,5,5,6,4,4,5,5,5,2,2,5,3,3,5,5,4,3,4,5,3,5,5,3,5,3,5,5,5,3,3,4,2,2,1,3,2,2,5,5,6,4,3,2,5,2,2,2,4,4,5,5,5,45,47,47,3,3,3,4,4,4,6,,,1E
2026-01-05 11:59:26,2026-01-05 12:06:16,0,37.201.5.215,100,409,1,2026-01-05 12:06:16,R_8tMCk5JvzbnirMp,,,,,48.0089,7.8464,anonymous,DE,1,1,23,4,1,,3,2,1,2,1,1,2,6,2,2,2,2,1,1,1,1,6,6,6,3,2,3,6,6,5,1,4,4,5,6,6,6,6,6,6,4,5,5,5,5,5,4,3,3,5,3,4,1,1,1,1,1,2,5,6,6,5,4,2,5,3,4,2,5,4,5,5,5,44,44,44,4,5,5,5,5,5,6,,,4A
2026-01-05 12:06:35,2026-01-05 12:18:05,0,80.187.122.151,100,689,1,2026-01-05 12:18:05,R_2H7YdWuiXcJI1na,,,,,50.7264,7.1167,anonymous,DE,1,1,63,5,5,,3,1,2,4,4,1,4,6,3,2,2,1,1,2,2,2,6,4,2,6,5,5,6,6,1,1,4,3,2,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,5,4,4,4,3,4,4,3,3,4,2,1,2,4,4,3,3,3,45,45,45,4,3,3,5,4,4,4,,,4A
2025-12-29 12:16:14,2025-12-29 12:18:26,0,176.4.239.19,36,131,0,2026-01-05 12:18:31,R_20U0HG6DIM2p22l,,,,,53.5651,9.9739,anonymous,DE,1,2,22,4,1,,3,1,2,4,3,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C
2026-01-05 12:20:22,2026-01-05 12:30:20,0,94.31.92.183,100,598,1,2026-01-05 12:30:21,R_22JbyXLJxUNbPc3,,,,,51.0803,6.3118,anonymous,DE,1,2,56,5,4,,2,1,1,3,1,2,4,5,4,2,2,1,1,2,2,6,6,6,6,3,3,4,5,5,3,3,4,3,4,5,4,4,4,4,4,3,3,4,3,3,3,2,1,1,1,1,2,3,2,2,3,3,3,3,4,4,3,3,3,3,6,1,4,3,5,3,3,3,45,45,45,4,3,3,3,1,3,3,,,3F
2026-01-05 12:36:49,2026-01-05 12:46:10,0,176.6.65.213,100,560,1,2026-01-05 12:46:10,R_8WZ85hJHAU8a2S8,,,,,51.0857,6.5858,anonymous,DE,1,1,27,5,8,Student,2,2,2,4,2,4,4,4,1,2,1,2,1,1,1,2,5,5,5,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,1,3,4,5,5,5,47,47,47,2,2,2,4,4,4,4,,,2B
2026-01-05 12:38:13,2026-01-05 12:47:14,0,95.223.76.79,100,540,1,2026-01-05 12:47:14,R_2IKlFsSP7r7JulZ,,,,,51.513,7.4728,anonymous,DE,1,2,42,5,5,,2,1,3,4,4,4,5,3,3,2,2,2,2,2,1,1,5,5,5,4,3,5,3,3,5,4,5,3,4,4,5,5,4,5,5,5,5,5,2,3,2,1,2,2,2,2,2,4,5,4,3,3,3,4,3,4,3,3,4,3,5,2,5,4,5,5,5,4,47,47,47,2,2,2,4,4,4,4,,,3F
2025-12-29 12:48:42,2025-12-29 12:49:18,0,47.64.50.103,29,35,0,2026-01-05 12:49:19,R_232Yr76FNhiFbpq,,,,,53.5563,9.9929,anonymous,DE,1,2,22,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C
2026-01-05 12:04:47,2026-01-05 12:49:47,0,137.226.181.217,100,2700,1,2026-01-05 12:49:48,R_8DZiD4e4HpwRc8w,,,,,51.1966,6.4377,anonymous,DE,1,1,27,4,2,,3,3,1,1,5,3,6,4,1,1,2,1,1,1,1,4,5,5,5,6,6,6,6,6,4,2,5,3,4,4,6,6,4,3,5,5,4,5,4,5,3,3,4,3,6,6,5,3,3,3,4,3,5,5,4,4,2,4,1,4,2,1,3,2,4,4,4,4,45,45,51,1,1,1,2,2,2,3,"Ich arbeite in einem Amt im öffentlichen Dienst. Dementsprechend sind meine Antworten dahingehend von einem gewissen Bias betroffen. (Keiner in dem Amt darf erfahren das man unsere Stellen einfach automatisieren dürfte) ",,1E
2026-01-05 12:46:42,2026-01-05 12:57:34,0,195.37.232.169,100,652,1,2026-01-05 12:57:35,R_8SDoRt8gcs57iGr,,,,,51.2705,6.8144,anonymous,DE,1,2,22,4,5,,3,1,3,4,3,4,6,2,1,2,2,2,2,2,2,3,6,6,6,1,1,3,1,3,6,5,4,4,4,5,5,5,5,5,5,5,5,5,3,5,2,1,1,3,2,2,1,2,2,2,2,3,1,5,6,6,1,1,2,1,2,3,3,4,6,6,6,6,48,48,48,6,6,6,6,6,6,6,,,2D
2025-12-29 13:35:54,2025-12-29 13:46:43,0,80.187.121.184,96,649,0,2026-01-05 13:46:50,R_8iEA9IvQ76Pk6Ox,,,,,50.939,6.9644,anonymous,DE,1,2,25,5,1,,2,1,1,1,1,1,3,5,1,2,2,2,1,1,2,2,4,2,4,2,2,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,2,2,3,2,2,2,2,2,3,2,2,2,4,5,6,4,3,3,4,5,2,4,2,5,6,6,6,51,44,44,4,4,4,4,4,4,6,,,4C
2026-01-05 12:17:50,2026-01-05 13:53:12,0,83.135.243.59,100,5721,1,2026-01-05 13:53:13,R_8Cwaprxtnk5G3VO,,,,,50.7479,6.0485,anonymous,DE,1,1,24,4,1,,3,1,2,3,4,3,5,5,1,2,2,2,2,2,2,3,5,3,4,2,4,4,3,3,2,2,5,4,4,5,5,5,5,5,5,3,2,5,5,5,4,4,4,4,5,6,5,1,1,1,1,3,1,5,6,6,2,3,1,4,4,4,4,3,4,5,5,5,47,47,47,2,2,2,4,4,4,4,,,4A
2026-01-05 13:47:08,2026-01-05 14:09:08,0,80.187.114.203,100,1320,1,2026-01-05 14:09:08,R_2DCLWjOFLZVXHux,,,,,51.9893,8.791,anonymous,DE,1,1,28,5,2,,3,2,4,4,3,3,3,4,3,2,2,2,2,2,2,1,6,6,6,4,4,4,6,5,3,1,3,4,4,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,5,5,6,1,1,1,1,1,1,5,6,6,5,4,2,5,1,5,1,4,2,6,6,6,47,47,47,4,4,4,6,6,6,6,,,1D
2026-01-05 13:20:47,2026-01-05 14:10:37,0,109.40.243.107,100,2989,1,2026-01-05 14:10:37,R_8TMuivt1dj0ss2B,,,,,52.5451,13.4097,anonymous,DE,1,2,57,3,2,,1,2,3,4,3,4,2,2,3,2,2,2,2,1,1,3,4,2,2,4,2,5,2,2,5,5,5,2,4,4,3,2,3,2,2,4,3,3,1,1,2,1,1,3,1,2,3,3,3,3,3,3,5,3,3,3,3,1,4,1,3,3,3,4,3,4,4,4,45,45,45,3,3,3,3,3,4,4,,,3F
2026-01-05 13:16:36,2026-01-05 14:16:00,0,176.7.198.96,100,3564,1,2026-01-05 14:16:01,R_2ZeAOfcDvSu9TDH,,,,,50.8561,7.0372,anonymous,DE,1,1,59,3,2,,2,1,3,3,2,3,3,4,3,2,2,2,1,1,1,3,4,3,3,4,4,4,3,3,4,4,4,3,4,,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,2,3,4,3,4,4,4,4,3,3,4,3,1,4,1,4,3,4,3,4,3,3,3,44,44,44,3,3,3,4,3,3,3,,,3F
2026-01-05 15:46:01,2026-01-05 16:18:03,0,62.158.101.70,100,1921,1,2026-01-05 16:18:03,R_8H017QyRvgbdoFM,,,,,50.7932,6.095,anonymous,DE,1,2,18,3,,,2,3,2,3,3,2,3,4,2,2,2,1,1,1,2,1,5,3,4,3,3,5,2,3,4,4,5,4,4,5,5,5,5,5,5,5,5,6,4,5,5,3,3,4,3,4,4,3,3,4,4,4,3,3,4,4,3,2,2,3,4,4,3,4,3,4,4,5,44,44,45,3,4,3,4,4,4,4,,,1E
2026-01-05 16:19:02,2026-01-05 16:44:45,0,94.31.108.6,100,1543,1,2026-01-05 16:44:45,R_8rlB03XnXNo3HxL,,,,,52.295,7.5886,anonymous,DE,1,2,57,2,2,,1,1,3,3,1,4,4,4,3,2,2,2,2,2,2,2,2,5,2,4,3,4,1,2,5,4,3,4,4,4,4,4,3,3,3,3,3,3,2,3,2,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,2,3,4,3,3,4,4,4,4,4,4,4,45,45,45,4,3,3,3,3,3,3,,,1B
2026-01-05 16:41:38,2026-01-05 16:53:24,0,79.208.195.110,100,706,1,2026-01-05 16:53:25,R_8msFTVurKQbHhPr,,,,,48.2082,12.3953,anonymous,DE,1,1,56,5,4,,1,1,3,3,2,2,3,4,2,2,2,2,1,1,1,1,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,3,3,3,4,3,3,2,2,2,2,4,4,5,4,2,2,3,3,4,3,3,2,4,3,5,4,5,4,47,47,47,3,3,3,3,3,3,3,,,3F
2026-01-05 16:41:30,2026-01-05 16:57:16,0,93.222.246.152,100,946,1,2026-01-05 16:57:18,R_8ouw7ubhpyWrT5T,,,,,51.1414,6.2756,anonymous,DE,1,2,60,3,2,,2,1,1,4,3,3,5,5,1,2,2,2,1,1,1,3,5,6,6,4,5,6,4,5,5,5,4,4,4,6,5,5,3,4,3,4,5,5,3,5,4,3,3,3,3,3,3,3,1,1,1,2,2,5,5,5,2,3,2,3,5,2,4,3,3,5,5,5,45,45,45,4,4,4,4,4,4,5,,,1B
2026-01-05 16:37:52,2026-01-05 16:58:06,0,88.153.104.189,100,1213,1,2026-01-05 16:58:06,R_2lcRcL458Icl4hz,,,,,50.7932,6.095,anonymous,DE,1,2,58,3,2,,3,1,2,4,1,4,4,4,4,2,2,1,1,1,2,2,5,4,4,2,3,4,2,2,5,4,4,3,4,4,4,4,4,4,4,5,5,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,2,2,3,3,4,3,3,5,3,6,6,6,45,45,45,2,2,2,4,4,4,6,,,1A
2026-01-05 16:56:40,2026-01-05 17:09:04,0,109.42.179.67,100,744,1,2026-01-05 17:09:05,R_2XsHQoQhE5UVqvf,,,,,50.9532,6.9115,anonymous,DE,1,2,65,5,2,,3,1,3,3,3,3,2,6,3,,,,,,1,2,3,1,1,2,5,5,1,1,3,4,6,2,2,3,3,3,1,2,2,3,3,2,2,2,2,3,3,3,1,1,2,4,,,4,4,4,3,4,4,1,1,4,1,3,2,3,,3,4,4,4,43,43,43,1,1,1,1,1,1,3,,,3E
2026-01-05 17:08:11,2026-01-05 17:16:43,0,89.0.210.112,100,511,1,2026-01-05 17:16:43,R_80IvPnAiS1sTpMm,,,,,50.9494,6.9681,anonymous,DE,1,1,59,5,8,"Selbständig ",3,1,3,5,2,3,4,3,1,2,2,2,2,1,1,5,6,5,6,3,2,4,6,6,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,1,5,1,4,2,6,2,5,5,5,47,47,47,5,5,5,5,5,5,6,,,1A
2026-01-05 17:14:30,2026-01-05 17:28:25,0,172.225.194.115,100,835,1,2026-01-05 17:28:26,R_217pYhz2zSjlYYm,,,,,50.1169,8.6837,anonymous,DE,1,1,59,4,2,,2,1,1,1,1,2,1,5,1,2,2,2,2,1,1,5,6,5,6,6,6,6,6,6,1,6,5,2,3,5,5,6,5,5,5,5,4,5,3,4,2,4,4,5,4,5,5,1,2,2,2,1,5,5,4,5,4,2,2,5,3,3,3,4,3,4,5,5,47,47,47,1,2,2,3,3,5,6,"der Einsatz von KI steht und fällt mit der Sicherheit vertraulicher Daten. Ist dies gewährleistet, gibt es wenig Bedenken für den Einsatz.",,1A
2026-01-05 17:41:27,2026-01-05 17:53:35,0,80.246.120.142,100,728,1,2026-01-05 17:53:36,R_8tLjgUzDaLMu4PW,,,,,51.1068,6.9529,anonymous,DE,1,2,60,5,2,,2,1,4,4,2,4,5,3,4,1,2,1,1,1,1,2,5,5,6,4,4,5,3,3,5,5,4,4,4,4,5,4,4,4,3,3,3,4,1,2,1,3,2,2,2,2,2,2,2,2,3,4,4,3,4,4,2,2,3,2,4,2,3,3,3,5,5,5,47,47,47,3,3,3,5,5,5,5,,,3F
2026-01-05 17:53:52,2026-01-05 18:03:39,0,95.223.76.139,100,587,1,2026-01-05 18:03:40,R_2Y2c8lm7UXLM3F7,,,,,51.513,7.4728,anonymous,DE,1,2,59,5,4,,3,1,3,4,2,4,4,3,1,1,1,2,1,1,1,5,6,5,5,3,3,4,6,6,3,3,4,4,5,6,6,6,6,6,6,5,5,5,4,5,5,4,4,5,4,4,4,1,1,1,1,2,2,5,5,5,6,5,2,5,1,3,1,5,4,5,5,5,47,47,47,3,3,3,4,4,4,6,,,3F
2025-12-29 17:54:37,2025-12-29 18:06:55,0,176.6.79.125,68,737,0,2026-01-05 18:06:56,R_8mjV0EwuanuENnK,,,,,51.103,6.5121,anonymous,DE,1,2,20,4,1,,3,1,4,4,5,5,4,3,1,1,2,2,2,2,1,3,6,5,5,3,4,4,5,5,3,3,5,3,4,5,5,5,4,5,5,4,3,3,3,4,4,4,4,5,4,4,5,4,2,3,4,3,3,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,3D
2025-12-29 18:13:43,2025-12-29 18:13:53,0,104.28.129.26,4,9,0,2026-01-05 18:13:57,R_8fFiqmJBiBNvPON,,,,,52.5196,13.4069,anonymous,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D
2026-01-05 18:06:29,2026-01-05 18:21:31,0,80.187.123.33,100,901,1,2026-01-05 18:21:31,R_2Q3i3LgnDBeEUzW,,,,,50.7264,7.1167,anonymous,DE,1,1,24,5,1,,2,1,2,3,4,2,4,4,1,2,2,2,2,1,2,2,6,4,5,2,2,3,5,4,3,4,2,4,4,5,5,5,4,4,4,4,4,4,4,5,3,3,3,3,3,3,5,2,3,2,2,2,2,5,5,5,,,,,,,,,,5,5,5,44,45,44,,,,,,,5,,,2B
2025-12-29 18:39:40,2025-12-29 18:39:53,0,79.219.92.240,4,12,0,2026-01-05 18:39:53,R_2DMirkHgQnL87nB,,,,,51.2288,6.4905,anonymous,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D
2026-01-05 18:26:44,2026-01-05 18:40:58,0,172.225.6.89,100,854,1,2026-01-05 18:40:59,R_8RgqPpIsFqoJF93,,,,,51.2603,7.1518,anonymous,DE,1,1,59,5,3,,1,1,1,2,2,2,1,2,3,2,2,2,1,2,2,1,2,2,2,3,3,2,2,2,3,2,3,4,4,3,2,2,2,4,3,3,3,3,3,3,1,3,3,3,3,3,3,3,4,3,4,3,5,3,5,5,3,3,4,3,4,3,3,5,3,4,5,4,47,47,45,3,3,3,2,4,4,4,,,4C
2026-01-05 18:24:53,2026-01-05 18:44:29,0,109.40.50.80,100,1176,1,2026-01-05 18:44:30,R_8nN5VoSvqBqrlvo,,,,,51.2993,9.491,anonymous,DE,1,2,23,5,1,,2,1,3,2,3,4,4,4,1,2,2,1,2,2,2,3,5,4,5,4,4,5,4,3,4,5,4,4,4,4,5,5,4,4,3,3,4,5,4,4,4,4,4,4,4,4,5,3,2,2,3,4,3,4,5,5,3,2,4,3,2,3,2,5,3,4,4,5,47,47,47,4,4,4,4,4,4,5,,,2B
2026-01-05 18:53:24,2026-01-05 19:03:49,0,94.31.71.49,100,624,1,2026-01-05 19:03:50,R_8SYNaLrDSrjP517,,,,,51.0987,6.1589,anonymous,DE,1,2,57,5,2,,2,1,1,3,1,1,3,6,3,,,1,,1,1,2,6,6,5,4,4,4,1,3,5,4,6,3,4,5,4,4,4,5,5,5,5,4,4,4,3,3,3,4,1,3,3,4,4,4,6,5,6,3,2,4,4,4,2,5,1,5,2,5,4,5,5,4,43,43,43,1,2,3,1,1,1,3,,,3F
